Lead_ID,Inquiry_Date,City,Project_Type,Lead_Source,Budget_INR_K,Funnel_Stage,Stage_Order,Converted,Loss_Reason,Days_In_Funnel
LD-0247,2023-06-01,Bengaluru,Kitchen Storage,Instagram,132.0,Inquiry Only,1,0,Could not schedule,1
LD-0248,2023-06-17,Hyderabad,Kitchen Storage,Referral,126.0,Site Visit Done,2,0,Not ready to proceed,4
LD-0249,2023-06-23,Mumbai,Kitchen Storage,Referral,220.0,Quote Sent,3,0,Quote rejected outright,13
LD-0250,2023-06-12,Bengaluru,Kitchen Storage,Housing.com,156.0,Inquiry Only,1,0,No response after inquiry,3
LD-0251,2023-06-25,Chennai,Bedroom System,Instagram,277.0,Inquiry Only,1,0,No response after inquiry,2
LD-0252,2023-06-07,Delhi,Home Office,Instagram,169.0,Quote Sent,3,0,Switched to flat-pack alternative,11
LD-0253,2023-06-26,Delhi,Bedroom System,Referral,159.0,Site Visit Done,2,0,Not ready to proceed,6
LD-0254,2023-06-23,Bengaluru,Kitchen Storage,Walk-in Showroom,159.0,Closed Won,5,1,,33
LD-0255,2023-06-01,Chennai,Wardrobe Unit,Referral,169.0,Inquiry Only,1,0,Could not schedule,1
LD-0256,2023-07-07,Delhi,Kitchen Storage,Walk-in Showroom,108.0,Closed Won,5,1,,38
LD-0257,2023-07-15,Pune,Bedroom System,Google Ads,123.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0258,2023-07-09,Pune,Home Office,Referral,82.0,Inquiry Only,1,0,Went with local carpenter,2
LD-0259,2023-07-06,Mumbai,Living Room Set,Referral,274.0,Quote Sent,3,0,Price too high,12
LD-0260,2023-07-22,Bengaluru,Living Room Set,Word of Mouth,195.0,Site Visit Done,2,0,Site visit done but ghosted,4
LD-0261,2023-07-20,Delhi,Bedroom System,Instagram,122.0,Quote Sent,3,0,Budget cut after quote,16
LD-0262,2023-07-29,Ahmedabad,Children's Room,Word of Mouth,74.0,Site Visit Done,2,0,Competitor visited first,6
LD-0263,2023-07-28,Mumbai,Children's Room,Referral,119.0,Quote Sent,3,0,Price too high,10
LD-0264,2023-07-12,Hyderabad,Kitchen Storage,Google Ads,211.0,Quote Sent,3,0,Switched to flat-pack alternative,17
LD-0265,2023-07-04,Delhi,Kitchen Storage,Housing.com,195.0,Inquiry Only,1,0,Could not schedule,5
LD-0266,2023-07-07,Delhi,Living Room Set,Walk-in Showroom,318.0,Quote Sent,3,0,Switched to flat-pack alternative,12
LD-0267,2023-07-15,Delhi,Wardrobe Unit,Referral,124.0,Closed Won,5,1,,30
LD-0268,2023-07-22,Pune,Kitchen Storage,Referral,109.0,Quote Sent,3,0,Quote rejected outright,18
LD-0269,2023-07-09,Delhi,Living Room Set,Instagram,239.0,Inquiry Only,1,0,Could not schedule,2
LD-0270,2023-07-16,Bengaluru,Home Office,Referral,129.0,Closed Won,5,1,,28
LD-0271,2023-07-24,Mumbai,Bedroom System,Housing.com,134.0,Inquiry Only,1,0,Location too far,5
LD-0272,2023-07-08,Pune,Living Room Set,Google Ads,210.0,Inquiry Only,1,0,Could not schedule,2
LD-0273,2023-07-02,Bengaluru,Bedroom System,Instagram,178.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0274,2023-06-30,Bengaluru,Living Room Set,Google Ads,340.0,Site Visit Done,2,0,Not ready to proceed,7
LD-0275,2023-07-19,Hyderabad,Children's Room,Instagram,82.0,Site Visit Done,2,0,Scope too large,7
LD-0276,2023-07-09,Ahmedabad,Wardrobe Unit,Instagram,200.0,Inquiry Only,1,0,Location too far,3
LD-0277,2023-07-03,Hyderabad,Bedroom System,Instagram,269.0,Site Visit Done,2,0,Scope too large,9
LD-0278,2023-07-22,Mumbai,Kitchen Storage,Walk-in Showroom,125.0,Inquiry Only,1,0,Could not schedule,4
LD-0279,2023-07-08,Mumbai,Bedroom System,Google Ads,225.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0280,2023-07-17,Bengaluru,Home Office,Instagram,141.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0281,2023-07-25,Ahmedabad,Kitchen Storage,Referral,164.0,Quote Sent,3,0,Budget cut after quote,9
LD-0282,2023-07-21,Mumbai,Wardrobe Unit,Google Ads,187.0,Inquiry Only,1,0,No response after inquiry,4
LD-0283,2023-07-23,Mumbai,Living Room Set,Referral,254.0,Closed Won,5,1,,42
LD-0284,2023-06-30,Pune,Living Room Set,Google Ads,247.0,Site Visit Done,2,0,Site visit done but ghosted,4
LD-0285,2023-07-10,Pune,Bedroom System,Housing.com,193.0,Quote Sent,3,0,Switched to flat-pack alternative,18
LD-0286,2023-07-25,Delhi,Bedroom System,Google Ads,234.0,Negotiation,4,0,Competitor won on delivery time,28
LD-0287,2023-07-14,Mumbai,Home Office,Referral,108.0,Quote Sent,3,0,Switched to flat-pack alternative,13
LD-0288,2023-07-18,Pune,Living Room Set,Referral,236.0,Negotiation,4,0,Negotiation failed on price,15
LD-0289,2023-07-06,Bengaluru,Bedroom System,Walk-in Showroom,193.0,Site Visit Done,2,0,Not ready to proceed,8
LD-0290,2023-07-11,Delhi,Living Room Set,Instagram,319.0,Inquiry Only,1,0,No response after inquiry,5
LD-0291,2023-07-07,Pune,Bedroom System,Google Ads,169.0,Site Visit Done,2,0,Competitor visited first,7
LD-0292,2023-07-15,Bengaluru,Bedroom System,Google Ads,222.0,Inquiry Only,1,0,Location too far,5
LD-0293,2023-07-26,Delhi,Living Room Set,Referral,240.0,Closed Won,5,1,,44
LD-0294,2023-07-13,Bengaluru,Home Office,Instagram,162.0,Site Visit Done,2,0,Competitor visited first,5
LD-0295,2023-07-09,Mumbai,Kitchen Storage,Referral,104.0,Quote Sent,3,0,Switched to flat-pack alternative,15
LD-0296,2023-07-17,Bengaluru,Living Room Set,Instagram,315.0,Site Visit Done,2,0,Site visit done but ghosted,10
LD-0297,2023-07-03,Bengaluru,Wardrobe Unit,Walk-in Showroom,200.0,Quote Sent,3,0,Price too high,14
LD-0298,2023-07-27,Hyderabad,Living Room Set,Referral,349.0,Inquiry Only,1,0,Location too far,2
LD-0299,2023-07-22,Bengaluru,Bedroom System,Walk-in Showroom,218.0,Quote Sent,3,0,Quote rejected outright,7
LD-0300,2023-07-05,Bengaluru,Home Office,Google Ads,119.0,Inquiry Only,1,0,No response after inquiry,5
LD-0301,2023-07-21,Hyderabad,Wardrobe Unit,Referral,212.0,Site Visit Done,2,0,Competitor visited first,4
LD-0302,2023-08-26,Hyderabad,Living Room Set,Word of Mouth,177.0,Negotiation,4,0,Client relocated,27
LD-0303,2023-08-11,Pune,Home Office,Referral,134.0,Site Visit Done,2,0,Site visit done but ghosted,7
LD-0304,2023-08-10,Delhi,Children's Room,Instagram,111.0,Inquiry Only,1,0,Could not schedule,1
LD-0305,2023-08-10,Bengaluru,Home Office,Walk-in Showroom,182.0,Inquiry Only,1,0,Went with local carpenter,2
LD-0306,2023-08-09,Hyderabad,Bedroom System,Word of Mouth,253.0,Closed Won,5,1,,28
LD-0307,2023-08-19,Hyderabad,Living Room Set,Housing.com,307.0,Inquiry Only,1,0,Could not schedule,2
LD-0308,2023-08-05,Mumbai,Wardrobe Unit,Instagram,239.0,Inquiry Only,1,0,No response after inquiry,2
LD-0309,2023-08-10,Chennai,Living Room Set,Housing.com,200.0,Site Visit Done,2,0,Scope too large,4
LD-0310,2023-08-06,Delhi,Home Office,Instagram,132.0,Closed Won,5,1,,36
LD-0311,2023-08-21,Pune,Living Room Set,Referral,219.0,Site Visit Done,2,0,Scope too large,7
LD-0312,2023-08-02,Delhi,Kitchen Storage,Referral,112.0,Negotiation,4,0,Competitor won on delivery time,16
LD-0313,2023-08-04,Bengaluru,Home Office,Referral,133.0,Inquiry Only,1,0,Location too far,4
LD-0314,2023-08-27,Bengaluru,Living Room Set,Google Ads,170.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0315,2023-08-07,Delhi,Living Room Set,Word of Mouth,279.0,Quote Sent,3,0,Budget cut after quote,18
LD-0316,2023-08-05,Hyderabad,Children's Room,Referral,117.0,Site Visit Done,2,0,Not ready to proceed,9
LD-0317,2023-08-14,Chennai,Wardrobe Unit,Referral,148.0,Negotiation,4,0,Negotiation failed on price,23
LD-0318,2023-08-17,Mumbai,Children's Room,Word of Mouth,108.0,Negotiation,4,0,Negotiation failed on price,12
LD-0319,2023-08-28,Mumbai,Living Room Set,Google Ads,162.0,Inquiry Only,1,0,No response after inquiry,5
LD-0320,2023-08-19,Bengaluru,Bedroom System,Walk-in Showroom,206.0,Closed Won,5,1,,24
LD-0321,2023-08-17,Mumbai,Bedroom System,Word of Mouth,221.0,Inquiry Only,1,0,Could not schedule,3
LD-0322,2023-07-31,Pune,Kitchen Storage,Google Ads,129.0,Inquiry Only,1,0,Could not schedule,4
LD-0323,2023-08-20,Mumbai,Home Office,Google Ads,169.0,Site Visit Done,2,0,Site visit done but ghosted,5
LD-0324,2023-08-25,Delhi,Home Office,Instagram,166.0,Quote Sent,3,0,Budget cut after quote,18
LD-0325,2023-08-24,Hyderabad,Living Room Set,Housing.com,236.0,Inquiry Only,1,0,No response after inquiry,5
LD-0326,2023-07-31,Bengaluru,Home Office,Google Ads,140.0,Inquiry Only,1,0,No response after inquiry,2
LD-0327,2023-08-22,Mumbai,Home Office,Referral,94.0,Inquiry Only,1,0,Could not schedule,1
LD-0328,2023-08-10,Mumbai,Living Room Set,Housing.com,227.0,Site Visit Done,2,0,Site visit done but ghosted,8
LD-0329,2023-08-06,Pune,Home Office,Walk-in Showroom,119.0,Closed Won,5,1,,29
LD-0330,2023-08-06,Pune,Living Room Set,Referral,311.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0331,2023-08-08,Hyderabad,Kitchen Storage,Housing.com,139.0,Inquiry Only,1,0,Could not schedule,3
LD-0332,2023-08-18,Bengaluru,Bedroom System,Referral,159.0,Site Visit Done,2,0,Scope too large,9
LD-0333,2023-07-30,Hyderabad,Living Room Set,Housing.com,336.0,Quote Sent,3,0,Price too high,12
LD-0334,2023-08-22,Pune,Kitchen Storage,Referral,137.0,Site Visit Done,2,0,Competitor visited first,7
LD-0335,2023-08-07,Ahmedabad,Living Room Set,Word of Mouth,169.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0336,2023-08-15,Pune,Home Office,Instagram,96.0,Inquiry Only,1,0,Could not schedule,5
LD-0337,2023-08-06,Bengaluru,Wardrobe Unit,Google Ads,134.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0338,2023-08-05,Delhi,Living Room Set,Instagram,177.0,Inquiry Only,1,0,Could not schedule,2
LD-0339,2023-08-02,Bengaluru,Bedroom System,Referral,206.0,Inquiry Only,1,0,Location too far,4
LD-0340,2023-08-04,Delhi,Living Room Set,Instagram,312.0,Site Visit Done,2,0,Site visit done but ghosted,5
LD-0341,2023-08-06,Delhi,Living Room Set,Housing.com,344.0,Inquiry Only,1,0,Could not schedule,3
LD-0342,2023-08-11,Ahmedabad,Living Room Set,Referral,321.0,Closed Won,5,1,,43
LD-0343,2023-08-06,Mumbai,Kitchen Storage,Referral,116.0,Inquiry Only,1,0,No response after inquiry,1
LD-0344,2023-07-30,Delhi,Kitchen Storage,Google Ads,220.0,Site Visit Done,2,0,Scope too large,4
LD-0345,2023-07-31,Hyderabad,Bedroom System,Housing.com,271.0,Site Visit Done,2,0,Competitor visited first,10
LD-0346,2023-08-12,Bengaluru,Bedroom System,Walk-in Showroom,148.0,Negotiation,4,0,Negotiation failed on price,19
LD-0347,2023-08-14,Bengaluru,Children's Room,Google Ads,75.0,Negotiation,4,0,Competitor won on delivery time,12
LD-0348,2023-08-16,Hyderabad,Bedroom System,Word of Mouth,245.0,Closed Won,5,1,,18
LD-0349,2023-09-22,Mumbai,Children's Room,Instagram,95.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0350,2023-09-03,Bengaluru,Living Room Set,Instagram,170.0,Inquiry Only,1,0,No response after inquiry,5
LD-0351,2023-09-05,Chennai,Living Room Set,Walk-in Showroom,265.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0352,2023-09-05,Ahmedabad,Living Room Set,Word of Mouth,269.0,Inquiry Only,1,0,No response after inquiry,5
LD-0353,2023-09-16,Pune,Children's Room,Referral,83.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0354,2023-09-05,Bengaluru,Living Room Set,Instagram,270.0,Negotiation,4,0,Competitor won on delivery time,22
LD-0355,2023-09-08,Chennai,Kitchen Storage,Walk-in Showroom,107.0,Closed Won,5,1,,34
LD-0356,2023-09-19,Ahmedabad,Bedroom System,Housing.com,183.0,Closed Won,5,1,,31
LD-0357,2023-09-03,Ahmedabad,Home Office,Walk-in Showroom,165.0,Site Visit Done,2,0,Not ready to proceed,5
LD-0358,2023-09-21,Hyderabad,Bedroom System,Google Ads,230.0,Site Visit Done,2,0,Competitor visited first,10
LD-0359,2023-09-17,Ahmedabad,Living Room Set,Word of Mouth,214.0,Inquiry Only,1,0,Location too far,5
LD-0360,2023-08-31,Bengaluru,Bedroom System,Referral,158.0,Inquiry Only,1,0,Location too far,1
LD-0361,2023-09-08,Pune,Kitchen Storage,Housing.com,154.0,Closed Won,5,1,,21
LD-0362,2023-09-11,Mumbai,Bedroom System,Walk-in Showroom,275.0,Inquiry Only,1,0,Went with local carpenter,4
LD-0363,2023-09-23,Delhi,Kitchen Storage,Instagram,204.0,Inquiry Only,1,0,Location too far,2
LD-0364,2023-08-29,Hyderabad,Living Room Set,Instagram,214.0,Inquiry Only,1,0,Could not schedule,3
LD-0365,2023-09-15,Delhi,Kitchen Storage,Referral,213.0,Inquiry Only,1,0,No response after inquiry,5
LD-0366,2023-09-11,Chennai,Kitchen Storage,Word of Mouth,213.0,Site Visit Done,2,0,Scope too large,4
LD-0367,2023-09-20,Mumbai,Living Room Set,Referral,261.0,Inquiry Only,1,0,No response after inquiry,3
LD-0368,2023-09-15,Mumbai,Bedroom System,Referral,254.0,Closed Won,5,1,,39
LD-0369,2023-09-04,Bengaluru,Living Room Set,Google Ads,184.0,Quote Sent,3,0,Budget cut after quote,13
LD-0370,2023-09-18,Chennai,Living Room Set,Instagram,259.0,Site Visit Done,2,0,Not ready to proceed,5
LD-0371,2023-09-05,Delhi,Bedroom System,Instagram,254.0,Inquiry Only,1,0,Location too far,1
LD-0372,2023-09-22,Delhi,Home Office,Referral,151.0,Site Visit Done,2,0,Competitor visited first,8
LD-0373,2023-09-05,Chennai,Home Office,Google Ads,137.0,Site Visit Done,2,0,Site visit done but ghosted,8
LD-0374,2023-09-17,Bengaluru,Home Office,Google Ads,98.0,Inquiry Only,1,0,Went with local carpenter,2
LD-0375,2023-09-04,Mumbai,Living Room Set,Word of Mouth,175.0,Site Visit Done,2,0,Competitor visited first,5
LD-0376,2023-09-06,Pune,Kitchen Storage,Word of Mouth,138.0,Inquiry Only,1,0,Could not schedule,1
LD-0377,2023-09-06,Delhi,Bedroom System,Instagram,203.0,Inquiry Only,1,0,Could not schedule,5
LD-0378,2023-09-02,Hyderabad,Living Room Set,Google Ads,180.0,Inquiry Only,1,0,Could not schedule,1
LD-0379,2023-09-15,Mumbai,Bedroom System,Google Ads,261.0,Inquiry Only,1,0,No response after inquiry,4
LD-0380,2023-09-03,Bengaluru,Bedroom System,Google Ads,164.0,Quote Sent,3,0,Price too high,13
LD-0381,2023-09-21,Delhi,Living Room Set,Housing.com,245.0,Negotiation,4,0,Project postponed indefinitely,20
LD-0382,2023-09-25,Hyderabad,Home Office,Housing.com,107.0,Site Visit Done,2,0,Not ready to proceed,6
LD-0383,2023-09-12,Pune,Living Room Set,Walk-in Showroom,192.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0384,2023-09-03,Hyderabad,Home Office,Housing.com,88.0,Inquiry Only,1,0,Went with local carpenter,2
LD-0385,2023-09-03,Bengaluru,Home Office,Walk-in Showroom,103.0,Inquiry Only,1,0,Could not schedule,2
LD-0386,2023-09-04,Mumbai,Bedroom System,Referral,164.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0387,2023-09-12,Delhi,Bedroom System,Google Ads,148.0,Inquiry Only,1,0,No response after inquiry,3
LD-0388,2023-09-20,Chennai,Kitchen Storage,Referral,111.0,Quote Sent,3,0,Quote rejected outright,10
LD-0389,2023-09-11,Pune,Living Room Set,Google Ads,253.0,Inquiry Only,1,0,Could not schedule,4
LD-0390,2023-08-29,Pune,Home Office,Housing.com,107.0,Inquiry Only,1,0,No response after inquiry,3
LD-0391,2023-09-06,Delhi,Bedroom System,Instagram,155.0,Quote Sent,3,0,Price too high,7
LD-0392,2023-09-09,Pune,Kitchen Storage,Instagram,167.0,Inquiry Only,1,0,No response after inquiry,3
LD-0393,2023-09-06,Bengaluru,Bedroom System,Google Ads,222.0,Inquiry Only,1,0,No response after inquiry,3
LD-0394,2023-08-30,Bengaluru,Living Room Set,Referral,311.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0395,2023-09-07,Pune,Home Office,Google Ads,111.0,Negotiation,4,0,Competitor won on delivery time,22
LD-0396,2023-09-23,Delhi,Home Office,Walk-in Showroom,137.0,Inquiry Only,1,0,No response after inquiry,5
LD-0397,2023-10-15,Mumbai,Home Office,Instagram,102.0,Negotiation,4,0,Competitor won on delivery time,22
LD-0398,2023-10-25,Delhi,Living Room Set,Google Ads,211.0,Inquiry Only,1,0,No response after inquiry,3
LD-0399,2023-10-13,Delhi,Children's Room,Referral,75.0,Quote Sent,3,0,Switched to flat-pack alternative,10
LD-0400,2023-10-07,Hyderabad,Bedroom System,Instagram,186.0,Inquiry Only,1,0,Location too far,2
LD-0401,2023-10-26,Delhi,Wardrobe Unit,Word of Mouth,226.0,Quote Sent,3,0,Price too high,14
LD-0402,2023-09-29,Ahmedabad,Bedroom System,Instagram,121.0,Site Visit Done,2,0,Scope too large,8
LD-0403,2023-09-30,Bengaluru,Kitchen Storage,Walk-in Showroom,116.0,Closed Won,5,1,,18
LD-0404,2023-09-28,Mumbai,Bedroom System,Referral,263.0,Inquiry Only,1,0,Location too far,1
LD-0405,2023-10-20,Pune,Living Room Set,Google Ads,325.0,Quote Sent,3,0,Budget cut after quote,9
LD-0406,2023-10-12,Mumbai,Children's Room,Referral,136.0,Quote Sent,3,0,Quote rejected outright,12
LD-0407,2023-10-03,Bengaluru,Kitchen Storage,Word of Mouth,214.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0408,2023-10-21,Pune,Living Room Set,Referral,154.0,Quote Sent,3,0,Price too high,13
LD-0409,2023-09-29,Delhi,Home Office,Housing.com,151.0,Quote Sent,3,0,Price too high,18
LD-0410,2023-10-06,Bengaluru,Living Room Set,Referral,245.0,Quote Sent,3,0,Budget cut after quote,13
LD-0411,2023-10-17,Pune,Living Room Set,Google Ads,290.0,Site Visit Done,2,0,Site visit done but ghosted,6
LD-0412,2023-10-04,Mumbai,Living Room Set,Referral,306.0,Inquiry Only,1,0,Location too far,3
LD-0413,2023-10-13,Delhi,Living Room Set,Walk-in Showroom,332.0,Closed Won,5,1,,20
LD-0414,2023-10-02,Hyderabad,Home Office,Housing.com,194.0,Inquiry Only,1,0,Could not schedule,1
LD-0415,2023-10-07,Pune,Bedroom System,Housing.com,162.0,Site Visit Done,2,0,Site visit done but ghosted,10
LD-0416,2023-10-21,Hyderabad,Bedroom System,Referral,139.0,Inquiry Only,1,0,Could not schedule,1
LD-0417,2023-10-09,Pune,Living Room Set,Housing.com,329.0,Inquiry Only,1,0,No response after inquiry,1
LD-0418,2023-10-10,Delhi,Living Room Set,Instagram,342.0,Quote Sent,3,0,Switched to flat-pack alternative,17
LD-0419,2023-10-21,Mumbai,Living Room Set,Housing.com,162.0,Inquiry Only,1,0,Location too far,1
LD-0420,2023-10-19,Bengaluru,Kitchen Storage,Instagram,153.0,Inquiry Only,1,0,No response after inquiry,5
LD-0421,2023-10-26,Pune,Kitchen Storage,Referral,116.0,Inquiry Only,1,0,Could not schedule,4
LD-0422,2023-09-28,Mumbai,Home Office,Instagram,165.0,Inquiry Only,1,0,Location too far,3
LD-0423,2023-10-11,Pune,Home Office,Instagram,159.0,Quote Sent,3,0,Switched to flat-pack alternative,9
LD-0424,2023-09-29,Bengaluru,Wardrobe Unit,Housing.com,92.0,Inquiry Only,1,0,Went with local carpenter,4
LD-0425,2023-10-05,Mumbai,Bedroom System,Housing.com,173.0,Quote Sent,3,0,Switched to flat-pack alternative,13
LD-0426,2023-10-16,Mumbai,Bedroom System,Walk-in Showroom,192.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0427,2023-10-01,Bengaluru,Home Office,Referral,128.0,Quote Sent,3,0,Budget cut after quote,15
LD-0428,2023-10-08,Pune,Bedroom System,Google Ads,178.0,Quote Sent,3,0,Switched to flat-pack alternative,18
LD-0429,2023-10-22,Pune,Living Room Set,Google Ads,282.0,Quote Sent,3,0,Budget cut after quote,15
LD-0430,2023-10-03,Pune,Living Room Set,Google Ads,248.0,Inquiry Only,1,0,Went with local carpenter,1
LD-0431,2023-10-25,Mumbai,Living Room Set,Referral,229.0,Site Visit Done,2,0,Not ready to proceed,4
LD-0432,2023-10-19,Mumbai,Home Office,Walk-in Showroom,151.0,Quote Sent,3,0,Quote rejected outright,14
LD-0433,2023-10-11,Pune,Home Office,Referral,181.0,Quote Sent,3,0,Quote rejected outright,18
LD-0434,2023-10-10,Pune,Living Room Set,Google Ads,282.0,Inquiry Only,1,0,No response after inquiry,5
LD-0435,2023-10-20,Delhi,Home Office,Housing.com,171.0,Site Visit Done,2,0,Not ready to proceed,7
LD-0436,2023-10-26,Mumbai,Home Office,Walk-in Showroom,170.0,Quote Sent,3,0,Quote rejected outright,10
LD-0437,2023-10-27,Pune,Home Office,Referral,161.0,Inquiry Only,1,0,Location too far,5
LD-0438,2023-10-22,Pune,Kitchen Storage,Google Ads,142.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0439,2023-10-14,Hyderabad,Kitchen Storage,Referral,113.0,Closed Won,5,1,,43
LD-0440,2023-10-24,Delhi,Living Room Set,Referral,162.0,Inquiry Only,1,0,Location too far,5
LD-0441,2023-10-25,Hyderabad,Living Room Set,Referral,285.0,Quote Sent,3,0,Switched to flat-pack alternative,10
LD-0442,2023-10-20,Hyderabad,Home Office,Instagram,160.0,Inquiry Only,1,0,Went with local carpenter,4
LD-0443,2023-10-15,Ahmedabad,Bedroom System,Word of Mouth,129.0,Inquiry Only,1,0,Location too far,5
LD-0444,2023-10-05,Hyderabad,Bedroom System,Housing.com,266.0,Inquiry Only,1,0,No response after inquiry,5
LD-0445,2023-10-04,Pune,Kitchen Storage,Google Ads,135.0,Site Visit Done,2,0,Scope too large,5
LD-0446,2023-11-05,Mumbai,Living Room Set,Walk-in Showroom,261.0,Closed Won,5,1,,40
LD-0447,2023-11-16,Mumbai,Children's Room,Word of Mouth,75.0,Inquiry Only,1,0,No response after inquiry,4
LD-0448,2023-11-19,Bengaluru,Living Room Set,Walk-in Showroom,214.0,Closed Won,5,1,,31
LD-0449,2023-11-25,Delhi,Bedroom System,Google Ads,154.0,Negotiation,4,0,Client relocated,12
LD-0450,2023-11-17,Delhi,Living Room Set,Referral,273.0,Site Visit Done,2,0,Not ready to proceed,7
LD-0451,2023-11-14,Chennai,Bedroom System,Housing.com,236.0,Quote Sent,3,0,Switched to flat-pack alternative,14
LD-0452,2023-11-13,Chennai,Living Room Set,Referral,166.0,Site Visit Done,2,0,Site visit done but ghosted,9
LD-0453,2023-11-24,Pune,Kitchen Storage,Referral,182.0,Inquiry Only,1,0,Location too far,5
LD-0454,2023-11-10,Chennai,Kitchen Storage,Housing.com,178.0,Inquiry Only,1,0,Location too far,1
LD-0455,2023-10-29,Delhi,Living Room Set,Instagram,186.0,Quote Sent,3,0,Budget cut after quote,13
LD-0456,2023-10-28,Pune,Bedroom System,Instagram,182.0,Quote Sent,3,0,Price too high,18
LD-0457,2023-11-26,Pune,Living Room Set,Google Ads,251.0,Site Visit Done,2,0,Site visit done but ghosted,6
LD-0458,2023-11-18,Bengaluru,Bedroom System,Walk-in Showroom,125.0,Quote Sent,3,0,Budget cut after quote,17
LD-0459,2023-11-22,Pune,Children's Room,Referral,148.0,Site Visit Done,2,0,Site visit done but ghosted,8
LD-0460,2023-11-15,Mumbai,Living Room Set,Housing.com,269.0,Inquiry Only,1,0,Could not schedule,3
LD-0461,2023-11-03,Pune,Kitchen Storage,Referral,150.0,Closed Won,5,1,,44
LD-0462,2023-11-15,Mumbai,Home Office,Referral,182.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0463,2023-11-03,Pune,Living Room Set,Referral,295.0,Negotiation,4,0,Negotiation failed on price,21
LD-0464,2023-11-11,Chennai,Bedroom System,Google Ads,173.0,Inquiry Only,1,0,Location too far,5
LD-0465,2023-11-02,Hyderabad,Wardrobe Unit,Google Ads,91.0,Quote Sent,3,0,Switched to flat-pack alternative,11
LD-0466,2023-11-25,Mumbai,Kitchen Storage,Housing.com,158.0,Inquiry Only,1,0,No response after inquiry,4
LD-0467,2023-11-23,Mumbai,Home Office,Google Ads,114.0,Inquiry Only,1,0,Location too far,3
LD-0468,2023-11-25,Pune,Kitchen Storage,Walk-in Showroom,102.0,Closed Won,5,1,,36
LD-0469,2023-11-25,Mumbai,Living Room Set,Referral,350.0,Site Visit Done,2,0,Not ready to proceed,7
LD-0470,2023-11-06,Hyderabad,Kitchen Storage,Referral,116.0,Closed Won,5,1,,25
LD-0471,2023-11-02,Hyderabad,Home Office,Housing.com,171.0,Quote Sent,3,0,Quote rejected outright,18
LD-0472,2023-11-21,Chennai,Living Room Set,Walk-in Showroom,248.0,Closed Won,5,1,,43
LD-0473,2023-10-29,Bengaluru,Bedroom System,Instagram,126.0,Inquiry Only,1,0,Could not schedule,5
LD-0474,2023-11-15,Delhi,Kitchen Storage,Google Ads,165.0,Site Visit Done,2,0,Not ready to proceed,8
LD-0475,2023-11-09,Hyderabad,Home Office,Google Ads,197.0,Quote Sent,3,0,Budget cut after quote,14
LD-0476,2023-11-25,Chennai,Living Room Set,Walk-in Showroom,178.0,Quote Sent,3,0,Quote rejected outright,9
LD-0477,2023-10-31,Delhi,Kitchen Storage,Referral,179.0,Negotiation,4,0,Client relocated,18
LD-0478,2023-11-04,Pune,Bedroom System,Google Ads,127.0,Inquiry Only,1,0,Location too far,2
LD-0479,2023-10-29,Mumbai,Home Office,Google Ads,100.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0480,2023-11-20,Pune,Children's Room,Word of Mouth,130.0,Negotiation,4,0,Client relocated,17
LD-0481,2023-11-15,Delhi,Living Room Set,Referral,314.0,Negotiation,4,0,Project postponed indefinitely,26
LD-0482,2023-11-01,Mumbai,Bedroom System,Google Ads,137.0,Site Visit Done,2,0,Competitor visited first,10
LD-0483,2023-11-16,Mumbai,Bedroom System,Referral,216.0,Inquiry Only,1,0,Could not schedule,1
LD-0484,2023-11-23,Mumbai,Home Office,Instagram,80.0,Inquiry Only,1,0,Went with local carpenter,5
LD-0485,2023-11-10,Chennai,Home Office,Instagram,108.0,Inquiry Only,1,0,Went with local carpenter,3
LD-0486,2023-11-19,Pune,Kitchen Storage,Google Ads,169.0,Quote Sent,3,0,Price too high,11
LD-0487,2023-10-28,Bengaluru,Living Room Set,Google Ads,292.0,Inquiry Only,1,0,Could not schedule,5
LD-0488,2023-11-07,Pune,Home Office,Referral,129.0,Quote Sent,3,0,Budget cut after quote,15
LD-0489,2023-11-18,Delhi,Living Room Set,Instagram,229.0,Quote Sent,3,0,Quote rejected outright,12
LD-0490,2023-11-15,Bengaluru,Wardrobe Unit,Google Ads,142.0,Inquiry Only,1,0,Location too far,1
LD-0491,2023-11-02,Bengaluru,Home Office,Walk-in Showroom,92.0,Quote Sent,3,0,Price too high,9
